ProductID,ProductName,Category,Price,Rating,NumReviews,StockQuantity,Discount,Sales,DateAdded,City
518,Eau de Parfum,Perfume and cologne,448.72,3.7,4663,186,0.23,444,15-04-2024,Bronx
76,Jeans,Clothing,206.11,2.9,823,928,0.11,133,15-04-2024,New Orleans
451,Tea Cup,Drinkware,495.75,3.2,3871,539,0.39,1552,14-04-2024,Concord
570,Cotton Socks,Socks,192.83,4.8,2324,939,0.25,1448,14-04-2024,New Haven
219,Protein Powder,Vitamins and supplements,254.12,3.2,661,548,0.50,872,14-04-2024,Charleston
632,Cotton Sheets,Bedsheets,216.17,3.4,3076,985,0.20,709,14-04-2024,Austin
401,Sketchbook,Art and crafting materials,193.65,2.9,785,200,0.49,76,14-04-2024,El Paso
354,Leather Jacket,Coats and jackets,101.83,4.4,1395,485,0.27,210,13-04-2024,Spokane
376,Hybrid Bike,Bicycles,492.08,2.1,4005,261,0.45,1745,12-04-2024,Rochester
338,Denim Jacket,Coats and jackets,214.82,1.4,597,288,0.26,1596,12-04-2024,Boise
554,Red Wine,Wine,143.25,3.8,4334,194,0.47,1245,12-04-2024,Bronx
524,Red Wine,Wine,161.81,2,2359,745,0.27,276,12-04-2024,Minneapolis
550,Rose Wine,Wine,302.61,3.6,803,489,0.29,1493,11-04-2024,Charleston
14,Laptop,Electronics,66.78,4.5,4875,929,0.05,502,11-04-2024,Columbia
513,Eau de Parfum,Perfume and cologne,54.78,1.8,150,110,0.37,1070,10-04-2024,Knoxville
12,Headphones,Electronics,90.98,1.1,2568,343,0.20,647,10-04-2024,Mesa
138,Biography,Books,335.13,1.7,3432,688,0.28,341,10-04-2024,Boise
650,Digital Art,Posters and artwork,125.15,4.3,4780,902,0.07,1471,09-04-2024,Port St. Lucie
735,Shower Gel,Bath and body,222.69,1.5,3560,64,0.18,626,09-04-2024,Riverside
207,Fish Oil,Vitamins and supplements,120.51,1.6,116,385,0.40,394,09-04-2024,Knoxville
439,Brushes,Art and crafting materials,164.66,3.6,3220,539,0.36,1461,08-04-2024,Boise
587,Knee-High Socks,Socks,158.78,2.2,3183,827,0.24,1168,08-04-2024,El Paso
791,Saucepan,Cookware,431.23,1.7,60,53,0.01,847,08-04-2024,Philadelphia
344,Leather Jacket,Coats and jackets,441,4.5,3048,679,0.49,1049,07-04-2024,Atlanta
930,Phone Case,Mobile phone accessories,382.03,3.5,3497,947,0.17,1148,06-04-2024,Portland
798,Grill Pan,Cookware,490.82,2.5,1357,924,0.17,78,06-04-2024,Mission Viejo
105,Microwave,Home & Kitchen,53.71,3.1,4632,144,0.17,24,05-04-2024,Boston
749,Shower Gel,Bath and body,401.34,4.7,271,142,0.08,1843,04-04-2024,Austin
858,Boxers,Underwear,308.02,2.8,3099,681,0.46,1651,04-04-2024,Columbia
523,Red Wine,Wine,100.97,3.7,2668,302,0.34,802,04-04-2024,Louisville
52,Jeans,Clothing,56,1.7,4992,271,0.26,703,04-04-2024,Knoxville
917,Spark Plugs,Motor vehicle parts,225.17,1.2,1074,897,0.41,491,04-04-2024,Raleigh
487,Eau de Parfum,Perfume and cologne,432.23,2.1,4858,680,0.10,1164,03-04-2024,Toledo
620,Silk Sheets,Bedsheets,156.97,3.4,1325,24,0.08,888,03-04-2024,Milwaukee
656,Art Print,Posters and artwork,34.77,3.5,925,662,0.11,969,02-04-2024,New Haven
968,Weighted Blanket,Blankets,152.59,4.5,677,105,0.36,1946,01-04-2024,Atlanta
203,Protein Powder,Vitamins and supplements,435.38,3.9,1809,270,0.24,1562,01-04-2024,Columbus
419,Brushes,Art and crafting materials,53.42,3,413,990,0.03,1378,01-04-2024,Oakland
99,Blender,Home & Kitchen,235.78,1.8,2593,944,0.25,1836,31-03-2024,Pittsburgh
264,Cleanser,Skin care,453.71,4.1,4131,743,0.32,1699,31-03-2024,Phoenix
277,Toner,Skin care,270.92,3.9,3138,847,0.11,1549,31-03-2024,Miami
392,Electric Bike,Bicycles,329.62,4.4,1130,657,0.20,1452,31-03-2024,New Orleans
242,Cleanser,Skin care,499.71,1.2,3232,680,0.50,780,31-03-2024,Chicago
511,Body Spray,Perfume and cologne,51.31,4.2,4462,270,0.41,378,31-03-2024,New York
328,Leather Jacket,Coats and jackets,137.06,2.7,4676,348,0.23,48,30-03-2024,Cape Coral
199,Action Figure,Toys & Games,472.71,1.4,38,270,0.40,156,29-03-2024,Albuquerque
325,Denim Jacket,Coats and jackets,253.12,1.7,398,709,0.50,123,29-03-2024,Concord
812,Nail Clippers,Nail care,249.63,2.4,2857,786,0.28,1952,28-03-2024,Jacksonville
728,Body Lotion,Bath and body,400.78,3.7,2038,812,0.24,1854,28-03-2024,Phoenix
844,Boxers,Underwear,165.52,1.9,2663,890,0.05,1278,28-03-2024,Reno
652,Digital Art,Posters and artwork,24.04,3.3,4586,430,0.12,297,28-03-2024,Jacksonville
592,Knee-High Socks,Socks,213.91,3.1,2535,908,0.44,1252,27-03-2024,Memphis
253,Sunscreen,Skin care,270.81,3.3,105,419,0.36,1,27-03-2024,Sacramento
629,Silk Sheets,Bedsheets,404.8,2.3,2649,652,0.04,848,26-03-2024,Port St. Lucie
971,Weighted Blanket,Blankets,465.67,2.8,1417,500,0.15,1544,25-03-2024,Ogden
938,Charger,Mobile phone accessories,133.64,4.7,2096,537,0.10,175,25-03-2024,St. Louis
819,Nail File,Nail care,228.9,1.5,1959,577,0.01,86,25-03-2024,Los Angeles
925,Screen Protector,Mobile phone accessories,177.77,3.2,3342,605,0.38,1820,24-03-2024,Oklahoma City
186,Board Game,Toys & Games,270.98,4.8,1711,972,0.45,972,23-03-2024,Jacksonville
164,Puzzle,Toys & Games,265.44,1.3,3663,215,0.38,660,23-03-2024,Cape Coral
191,Action Figure,Toys & Games,24.33,4.3,2719,362,0.11,1574,22-03-2024,Virginia Beach
778,Frying Pan,Cookware,364.16,1.9,512,215,0.15,124,22-03-2024,New Orleans
506,Perfume Oil,Perfume and cologne,295.94,3.1,2555,257,0.43,1088,21-03-2024,San Jose
682,Beeswax Candle,Candles,156.4,4.6,1268,286,0.16,475,21-03-2024,Bonita Springs
201,Fish Oil,Vitamins and supplements,84.02,2.7,4116,302,0.21,1978,20-03-2024,Spokane
386,Road Bike,Bicycles,335.99,4.2,419,593,0.05,1774,20-03-2024,Reno
498,Eau de Toilette,Perfume and cologne,172.9,1.2,2606,678,0.47,1164,20-03-2024,Harrisburg
247,Cleanser,Skin care,297.66,1.7,2889,961,0.23,1026,19-03-2024,New York
584,Ankle Socks,Socks,189.14,2.4,1036,991,0.49,1817,18-03-2024,San Jose
288,Mascara,Makeup,330.5,2.4,2139,981,0.41,1764,18-03-2024,Detroit
315,Foundation,Makeup,369.2,3.5,922,65,0.18,1036,18-03-2024,San Francisco
297,Lipstick,Makeup,61.79,5,2148,7,0.02,1528,17-03-2024,Queens
527,White Wine,Wine,281.15,3,661,424,0.43,1449,17-03-2024,Queens
225,Protein Powder,Vitamins and supplements,419.64,1.9,4889,519,0.20,477,17-03-2024,Baltimore
485,Eau de Parfum,Perfume and cologne,284.44,4.1,1752,562,0.18,488,16-03-2024,Minneapolis
906,Brake Pads,Motor vehicle parts,159.02,3.5,1189,641,0.45,1875,15-03-2024,San Francisco
841,Thongs,Underwear,496.7,4.5,3235,160,0.30,1831,15-03-2024,Pittsburgh
182,Board Game,Toys & Games,351.05,1.6,4255,738,0.11,1143,15-03-2024,New Orleans
707,Scented Candle,Candles,415.93,1.3,2155,267,0.41,1553,14-03-2024,Jacksonville
212,Multivitamin,Vitamins and supplements,53.05,2.4,917,102,0.07,870,14-03-2024,Milwaukee
927,Screen Protector,Mobile phone accessories,34.01,3.3,4468,224,0.27,1272,13-03-2024,New York
465,Wine Glass,Drinkware,32.57,4.2,4967,321,0.26,943,13-03-2024,Sacramento
516,Body Spray,Perfume and cologne,413.26,4.7,3757,386,0.31,832,13-03-2024,Grand Rapids
974,Throw Blanket,Blankets,481.48,4.9,120,605,0.24,128,13-03-2024,Portland
407,Canvas,Art and crafting materials,29.34,2.9,2211,885,0.11,63,13-03-2024,Knoxville
910,Spark Plugs,Motor vehicle parts,249.39,3.1,1932,680,0.13,1860,12-03-2024,Tulsa
131,Science Book,Books,466.74,3.3,2935,804,0.35,1129,12-03-2024,Tulsa
463,Water Bottle,Drinkware,361.98,2,4282,595,0.28,1877,11-03-2024,Bonita Springs
389,Mountain Bike,Bicycles,310.16,4.5,3155,453,0.06,1537,11-03-2024,Oklahoma City
111,Toaster,Home & Kitchen,204.95,4.9,3,846,0.41,880,10-03-2024,Baltimore
493,Eau de Toilette,Perfume and cologne,280.83,2.6,4986,554,0.43,1683,09-03-2024,Harrisburg
208,Multivitamin,Vitamins and supplements,83.29,2.9,2013,319,0.20,1518,09-03-2024,Spokane
872,Thongs,Underwear,447.72,2.7,4016,803,0.24,1289,09-03-2024,Columbia
109,Toaster,Home & Kitchen,189.02,3,3421,842,0.04,349,09-03-2024,Fort Worth
172,Puzzle,Toys & Games,436.35,1.1,4854,780,0.26,1439,08-03-2024,Boston
17,Headphones,Electronics,64.34,2.8,863,742,0.24,1020,08-03-2024,Palm Bay
222,Protein Powder,Vitamins and supplements,370.32,4.1,955,151,0.27,946,08-03-2024,Atlanta
51,Jacket,Clothing,351.03,2.6,1081,633,0.08,801,08-03-2024,Albany
797,Dutch Oven,Cookware,352.8,4.4,4280,68,0.07,1590,07-03-2024,Little Rock
496,Perfume Oil,Perfume and cologne,101.59,1.1,2378,900,0.18,1424,07-03-2024,Minneapolis
796,Saucepan,Cookware,29.51,2.1,4486,846,0.48,793,07-03-2024,Providence
777,Frying Pan,Cookware,10.11,4.7,2721,438,0.38,250,07-03-2024,Dallas
732,Bath Salts,Bath and body,265.72,1.3,3197,176,0.48,1634,06-03-2024,Kansas City
713,Scented Candle,Candles,419.33,1.8,4675,890,0.29,880,06-03-2024,Madison
756,Shower Gel,Bath and body,367.36,3.3,1129,374,0.25,697,05-03-2024,Allentown
634,Linen Sheets,Bedsheets,261.03,4.1,1003,418,0.04,1938,04-03-2024,Boston
437,Paint Set,Art and crafting materials,213.74,3.9,4744,328,0.43,1845,04-03-2024,Raleigh
430,Canvas,Art and crafting materials,59.93,2.4,4232,922,0.43,1475,04-03-2024,Washington
15,Smartwatch,Electronics,336.3,3.4,2773,986,0.28,1762,03-03-2024,Seattle
275,Toner,Skin care,437.93,1.6,405,938,0.29,1339,03-03-2024,Mesa
47,T-Shirt,Clothing,85.97,4.9,1715,681,0.41,1077,03-03-2024,Wichita
984,Electric Blanket,Blankets,80.1,1.1,616,538,0.47,870,03-03-2024,Miami
162,Board Game,Toys & Games,235.24,1.3,3569,228,0.00,1458,02-03-2024,Milwaukee
263,Moisturizer,Skin care,349.29,5,4795,301,0.05,1241,02-03-2024,Austin
246,Moisturizer,Skin care,196.41,3.2,1440,304,0.27,290,02-03-2024,Cleveland
168,Puzzle,Toys & Games,399.72,4,2419,934,0.23,1466,01-03-2024,Mission Viejo
800,Dutch Oven,Cookware,406.05,1.3,3644,269,0.34,517,01-03-2024,Riverside
639,Linen Sheets,Bedsheets,479.48,1.9,3847,582,0.47,370,01-03-2024,Wichita
33,Headphones,Electronics,429.6,2.6,1696,919,0.43,1648,29-02-2024,Buffalo
43,Sweater,Clothing,338.86,2.4,154,489,0.44,784,29-02-2024,Spokane
970,Weighted Blanket,Blankets,271.2,3.5,1301,562,0.06,454,29-02-2024,Cincinnati
765,Dutch Oven,Cookware,50.16,3.6,3106,378,0.32,236,29-02-2024,Tulsa
161,Board Game,Toys & Games,242.38,2.4,2343,16,0.21,60,29-02-2024,Queens
332,Leather Jacket,Coats and jackets,131.02,4.6,631,905,0.14,1205,27-02-2024,Concord
642,Canvas Print,Posters and artwork,472.16,1.9,3075,92,0.46,287,27-02-2024,Orlando
326,Leather Jacket,Coats and jackets,290.22,3.4,499,572,0.49,1794,26-02-2024,San Juan
179,Toy Car,Toys & Games,41.84,2.6,884,242,0.26,1353,26-02-2024,Tulsa
231,Protein Powder,Vitamins and supplements,312.4,3.8,575,885,0.08,1144,26-02-2024,St. Louis
312,Foundation,Makeup,259.1,2.2,2066,22,0.34,1830,25-02-2024,Tucson
403,Paint Set,Art and crafting materials,275.44,4,2390,946,0.18,1377,24-02-2024,Baltimore
750,Bath Salts,Bath and body,334.66,4.2,622,769,0.41,771,24-02-2024,Little Rock
688,Beeswax Candle,Candles,188.69,4,2756,474,0.06,211,24-02-2024,Reno
377,Electric Bike,Bicycles,306,4.6,3451,361,0.49,92,24-02-2024,San Francisco
525,Rose Wine,Wine,47.55,4.5,2591,566,0.48,1571,23-02-2024,Charleston
95,Toaster,Home & Kitchen,251.38,2.3,3818,42,0.12,1906,22-02-2024,Houston
718,Beeswax Candle,Candles,80.05,4,28,974,0.30,1419,22-02-2024,San Antonio
